Hugo_Symbol	Entrez_Gene_Id	P01_Pri	P01_Rec	P02_Pri	P02_Rec	P04_Pri	P04_Rec1	P04_Rec2	P04_Rec3	P05_Pri	P05_Rec	P06_Pri	P06_Rec	P07_Pri	P07_Rec	P08_Pri	P08_Rec	P09_Pri	P09_Rec	P10_Pri	P10_Rec	P11_Pri	P11_Rec	P12_Pri	P12_Rec	P13_Pri	P13_Rec	P15_Pri	P15_Rec	P16_Pri	P16_Rec	P17_Pri_A	P17_Pri_B	P17_Pri_C	P17_Rec1_A	P17_Rec1_B	P17_Rec1_C	P17_Rec1_D	P18_Pri_A	P18_Pri_B	P18_Pri_C	P18_Pri_D	P18_Rec	P21_Pri	P21_Rec	P24_Pri	P24_Rec1	P24_Rec2	P25_Pri	P25_Rec	P26_Pri_A	P26_Pri_B	P26_Rec1_A	P26_Rec1_B	P27_Pri_A	P27_Pri_B	P27_Rec1_A	P27_Rec1_B	P28_Pri	P28_Rec	P29_Pri	P29_Rec
C1orf170	84808	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
C1orf222	85452	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
C1orf233	643988	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
C1orf86	199990	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
CALML6	163688	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
CCNL2	81669	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
CDK11A	728642	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
CDK11B	984	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
CPSF3L	54973	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
DDX11L1	100287102	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
DVL1	1855	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
FAM132A	388581	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
FAM138A	645520	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
FAM213B	127281	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
FAM41C	284593	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
FAM87B	400728	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
GABRD	2563	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
GLTPD1	80772	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
GNB1	2782	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
HES4	57801	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
HES5	388585	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
ISG15	9636	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
KLHL17	339451	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
LINC00115	79854	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
LINC00982	440556	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
MIB2	142678	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
MIR200A	406983	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
MIR200B	406984	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
MIR429	554210	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
MMEL1	79258	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
MMP23B	8510	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
MORN1	79906	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
MRPL20	55052	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
MXRA8	54587	0.004	0.459	0.002	-0.043	-0.009	-0.801	0.007	-0.86	-0.061	-0.834	0.007	-0.049	-0.011	0.001	0.327	-0.053	0.003	-0.92	0.003	-0.688	0.007	0.005	-0.796	-0.727	0.001	0.047	-0.705	-0.885	-0.003	-0.457	0.003	-0.816	0	-0.007	-0.001	0	-0.008	-0.897	-0.856	-0.697	-0.496	-0.797	-0.874	-0.861	-0.002	-0.747	-0.541	-0.876	-0.01	-0.804	0.005	-0.004	-0.024	0.004	0.027	-0.735	0.011	0.003	-0.934	-0.619	-0.032
