Hugo_Symbol	Entrez_Gene_Id	P01_Pri	P01_Rec	P02_Pri	P02_Rec	P04_Pri	P04_Rec1	P04_Rec2	P04_Rec3	P05_Pri	P05_Rec	P06_Pri	P06_Rec	P07_Pri	P07_Rec	P08_Pri	P08_Rec	P09_Pri	P09_Rec	P10_Pri	P10_Rec	P11_Pri	P11_Rec	P12_Pri	P12_Rec	P13_Pri	P13_Rec	P15_Pri	P15_Rec	P16_Pri	P16_Rec	P17_Pri_A	P17_Pri_B	P17_Pri_C	P17_Rec1_A	P17_Rec1_B	P17_Rec1_C	P17_Rec1_D	P18_Pri_A	P18_Pri_B	P18_Pri_C	P18_Pri_D	P18_Rec	P21_Pri	P21_Rec	P24_Pri	P24_Rec1	P24_Rec2	P25_Pri	P25_Rec	P26_Pri_A	P26_Pri_B	P26_Rec1_A	P26_Rec1_B	P27_Pri_A	P27_Pri_B	P27_Rec1_A	P27_Rec1_B	P28_Pri	P28_Rec	P29_Pri	P29_Rec
CDK11A	728642	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
CDK11B	984	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
CPSF3L	54973	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
DDX11L1	100287102	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
DVL1	1855	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
FAM132A	388581	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
FAM138A	645520	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
FAM213B	127281	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
FAM41C	284593	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
FAM87B	400728	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
GABRD	2563	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
GLTPD1	80772	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
GNB1	2782	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
HES4	57801	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
HES5	388585	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
ISG15	9636	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
KLHL17	339451	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
LINC00115	79854	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
LINC00982	440556	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
MIB2	142678	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
MIR200A	406983	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
MIR200B	406984	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
MIR429	554210	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
MMEL1	79258	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
MMP23B	8510	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
MORN1	79906	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
MRPL20	55052	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
MXRA8	54587	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
NADK	65220	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
NOC2L	26155	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
OR4F16	81399	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
OR4F29	729759	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
OR4F5	79501	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
PANK4	55229	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
PEX10	5192	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
PLCH2	9651	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
PLEKHN1	84069	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
PRDM16	63976	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
PRKCZ	5590	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
PUSL1	126789	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
RER1	11079	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
RN7SL657P	NA	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
RNF223	401934	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
SAMD11	148398	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
SCNN1D	6339	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
SDF4	51150	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
SKI	6497	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
SLC35E2B	728661	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
SLC35E2	9906	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
SSU72	29101	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
TAS1R3	83756	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
TMEM240	339453	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
TMEM52	339456	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
TMEM88B	643965	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
TNFRSF14	8764	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
TNFRSF18	8784	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
TNFRSF4	7293	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
TTC34	100287898	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
TTLL10	254173	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
UBE2J2	118424	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
VWA1	64856	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
ARHGEF16	27237	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
MEGF6	1953	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
MIR551A	693135	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
TPRG1L	127262	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
WRAP73	49856	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
TP73	7161	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	0	-1	-1	0
